_id,flight_id,flight_number,departure_airport,arrival_airport,departure_time,arrival_time,status,capacity,airline
685abfc00f1531c3d1c71890,FL00043,AF142,CDG,PEK,2023-01-08T03:00:00,2023-01-08T13:00:00,On Time,220,Emirates
685abfc00f1531c3d1c71891,FL00044,AF729,CDG,JFK,2023-01-28T14:00:00,2023-01-28T23:00:00,On Time,220,KLM
685abfc00f1531c3d1c71892,FL00045,AF561,CDG,HND,2023-09-21T13:00:00,2023-09-21T21:00:00,Delayed,220,KLM
685abfc00f1531c3d1c71893,FL00046,AF300,CDG,MAD,2023-01-04T11:00:00,2023-01-04T20:00:00,Cancelled,250,United Airlines
685abfc00f1531c3d1c71894,FL00047,AF200,CDG,CPT,2023-08-13T00:00:00,2023-08-13T08:00:00,On Time,220,KLM
685abfc00f1531c3d1c71895,FL00048,AF941,CDG,DEL,2023-07-24T12:00:00,2023-07-25T00:00:00,On Time,220,KLM
685abfc00f1531c3d1c71896,FL00049,AF903,CDG,JFK,2023-03-22T02:00:00,2023-03-22T12:00:00,On Time,180,British Airways
685abfc00f1531c3d1c71897,FL00050,AF384,CDG,LIS,2023-01-22T16:00:00,2023-01-22T23:00:00,On Time,250,United Airlines
685abfc00f1531c3d1c71898,FL00051,AF675,CDG,HND,2023-10-23T12:00:00,2023-10-23T14:00:00,Cancelled,250,Emirates
685abfc00f1531c3d1c71899,FL00052,AF272,CDG,LAX,2023-06-15T12:00:00,2023-06-15T20:00:00,Cancelled,250,Qatar Airways
685abfc00f1531c3d1c7189a,FL00053,AF392,CDG,NRT,2023-06-12T09:00:00,2023-06-12T16:00:00,Delayed,250,Qatar Airways
685abfc00f1531c3d1c7189b,FL00054,AF144,CDG,LIS,2023-03-10T08:00:00,2023-03-10T13:00:00,On Time,180,Emirates
685abfc00f1531c3d1c7189c,FL00055,AF158,CDG,LIS,2023-05-18T06:00:00,2023-05-18T09:00:00,On Time,180,Air France
685abfc00f1531c3d1c7189d,FL00056,AF886,CDG,LIS,2023-12-23T15:00:00,2023-12-24T02:00:00,Cancelled,250,United Airlines
685abfc00f1531c3d1c7189e,FL00057,AF379,CDG,BOM,2023-12-13T15:00:00,2023-12-13T19:00:00,On Time,300,Singapore Airlines
685abfc00f1531c3d1c7189f,FL00058,AF473,CDG,NRT,2023-02-17T04:00:00,2023-02-17T14:00:00,Delayed,220,Qatar Airways
685abfc00f1531c3d1c718a0,FL00059,AF492,CDG,DXB,2023-10-04T21:00:00,2023-10-05T08:00:00,Delayed,180,United Airlines
685abfc00f1531c3d1c718a1,FL00060,AF448,CDG,DEL,2023-03-09T14:00:00,2023-03-09T18:00:00,On Time,300,Qatar Airways
685abfc00f1531c3d1c718a2,FL00061,AF835,CDG,ZRH,2023-11-10T10:00:00,2023-11-10T15:00:00,Cancelled,220,Qatar Airways
685abfc00f1531c3d1c718a3,FL00062,AF759,CDG,BKK,2023-11-02T23:00:00,2023-11-03T01:00:00,Delayed,180,Emirates
685abfc00f1531c3d1c718a4,FL00063,AF693,CDG,DXB,2023-03-14T17:00:00,2023-03-15T03:00:00,Delayed,180,Air France
685abfc00f1531c3d1c718a5,FL00064,AF959,CDG,BKK,2023-05-28T09:00:00,2023-05-28T21:00:00,Cancelled,180,Qatar Airways
685abfc00f1531c3d1c718a6,FL00065,AF103,CDG,MAD,2023-05-04T02:00:00,2023-05-04T11:00:00,Cancelled,300,British Airways
685abfc00f1531c3d1c718a7,FL00066,AF115,CDG,JFK,2023-04-06T22:00:00,2023-04-07T00:00:00,Delayed,300,United Airlines
685abfc00f1531c3d1c718a8,FL00067,AF834,CDG,FRA,2023-01-05T02:00:00,2023-01-05T06:00:00,Cancelled,180,Emirates
685abfc00f1531c3d1c718a9,FL00068,AF688,CDG,BKK,2023-11-14T01:00:00,2023-11-14T03:00:00,On Time,250,Air France
685abfc00f1531c3d1c718aa,FL00069,AF268,CDG,FRA,2023-03-18T01:00:00,2023-03-18T09:00:00,Cancelled,300,Lufthansa
685abfc00f1531c3d1c718ab,FL00070,AF897,CDG,BKK,2023-08-13T14:00:00,2023-08-13T22:00:00,Delayed,180,Air France
685abfc00f1531c3d1c718ac,FL00071,AF589,CDG,CPT,2023-11-11T09:00:00,2023-11-11T14:00:00,On Time,220,Lufthansa
685abfc00f1531c3d1c718ad,FL00072,AF166,CDG,JNB,2023-06-30T16:00:00,2023-06-30T20:00:00,Delayed,180,Qatar Airways
685abfc00f1531c3d1c718ae,FL00073,AF508,CDG,LIS,2023-12-07T18:00:00,2023-12-08T02:00:00,On Time,250,United Airlines
685abfc00f1531c3d1c718af,FL00074,AF449,CDG,JNB,2023-12-29T07:00:00,2023-12-29T12:00:00,On Time,300,Singapore Airlines
685abfc00f1531c3d1c718b0,FL00075,AF908,CDG,YUL,2023-03-24T19:00:00,2023-03-25T00:00:00,On Time,300,Lufthansa
685abfc00f1531c3d1c718b1,FL00076,AF550,CDG,MAD,2023-08-26T10:00:00,2023-08-26T13:00:00,On Time,220,Qatar Airways
685abfc00f1531c3d1c718b2,FL00077,AF170,CDG,JFK,2023-02-23T05:00:00,2023-02-23T09:00:00,Delayed,220,Singapore Airlines
685abfc00f1531c3d1c718b3,FL00078,AF255,CDG,DEL,2023-12-26T05:00:00,2023-12-26T11:00:00,Delayed,220,Lufthansa
685abfc00f1531c3d1c718b4,FL00079,AF575,CDG,NRT,2023-03-18T11:00:00,2023-03-18T19:00:00,Cancelled,300,British Airways
685abfc00f1531c3d1c718b5,FL00080,AF844,CDG,BKK,2023-04-12T10:00:00,2023-04-12T13:00:00,Delayed,180,United Airlines
685abfc00f1531c3d1c718b6,FL00081,AF592,CDG,MAD,2023-09-22T01:00:00,2023-09-22T06:00:00,Delayed,300,Emirates
685abfc00f1531c3d1c718b7,FL00082,AF702,CDG,JNB,2023-10-13T02:00:00,2023-10-13T06:00:00,Cancelled,300,Singapore Airlines
685abfc00f1531c3d1c718b8,FL00083,AF788,CDG,CPT,2023-05-10T21:00:00,2023-05-11T05:00:00,Cancelled,250,Lufthansa
685abfc00f1531c3d1c718b9,FL00084,AF334,CDG,MEX,2023-03-01T11:00:00,2023-03-01T17:00:00,Cancelled,300,Qatar Airways
685abfc00f1531c3d1c718ba,FL00085,AF606,CDG,CPT,2023-11-25T12:00:00,2023-11-25T19:00:00,Cancelled,220,KLM
685abfc00f1531c3d1c718bb,FL00086,AF576,CDG,LAX,2023-08-09T05:00:00,2023-08-09T11:00:00,Delayed,250,Lufthansa
685abfc00f1531c3d1c718bc,FL00087,AF565,CDG,MAD,2023-04-18T18:00:00,2023-04-19T02:00:00,On Time,180,Singapore Airlines
685abfc00f1531c3d1c718bd,FL00088,AF717,CDG,MEX,2023-04-06T13:00:00,2023-04-07T00:00:00,Delayed,250,Emirates
685abfc00f1531c3d1c718be,FL00089,AF596,CDG,HND,2023-01-15T17:00:00,2023-01-16T04:00:00,Cancelled,300,United Airlines
685abfc00f1531c3d1c718bf,FL00090,AF632,CDG,LAX,2023-09-21T02:00:00,2023-09-21T06:00:00,Delayed,300,United Airlines
685abfc00f1531c3d1c718c0,FL00091,AF355,CDG,LIS,2023-03-04T11:00:00,2023-03-04T23:00:00,On Time,300,British Airways
685abfc00f1531c3d1c718c1,FL00092,AF109,CDG,BKK,2023-11-14T11:00:00,2023-11-14T17:00:00,Cancelled,250,Singapore Airlines
685abfc00f1531c3d1c718c2,FL00093,AF996,CDG,FRA,2023-05-22T02:00:00,2023-05-22T10:00:00,Delayed,180,Lufthansa
685abfc00f1531c3d1c718c3,FL00094,AF244,CDG,DXB,2023-11-01T19:00:00,2023-11-02T00:00:00,Cancelled,220,British Airways
685abfc00f1531c3d1c718c4,FL00095,AF641,CDG,YUL,2023-09-14T09:00:00,2023-09-14T11:00:00,Delayed,250,Air France
685abfc00f1531c3d1c718c5,FL00096,AF661,CDG,SFO,2023-06-28T06:00:00,2023-06-28T14:00:00,Cancelled,180,Singapore Airlines
685abfc00f1531c3d1c718c6,FL00097,AF469,CDG,LAX,2023-09-03T23:00:00,2023-09-04T01:00:00,Delayed,180,British Airways
685abfc00f1531c3d1c718c7,FL00098,AF749,CDG,LAX,2023-05-14T00:00:00,2023-05-14T08:00:00,On Time,250,British Airways
685abfc00f1531c3d1c718c8,FL00099,AF643,CDG,HND,2023-03-15T10:00:00,2023-03-15T22:00:00,On Time,220,Lufthansa
685abfc00f1531c3d1c718c9,FL00100,AF627,CDG,JFK,2023-06-04T00:00:00,2023-06-04T07:00:00,Cancelled,250,Singapore Airlines
685abfc00f1531c3d1c718ca,FL00101,AF222,CDG,BKK,2023-04-22T06:00:00,2023-04-22T14:00:00,On Time,180,Lufthansa
685abfc00f1531c3d1c718cb,FL00102,AF863,CDG,LAX,2023-08-25T10:00:00,2023-08-25T13:00:00,On Time,220,British Airways
685abfc00f1531c3d1c718cc,FL00103,AF176,CDG,BOM,2023-03-08T03:00:00,2023-03-08T12:00:00,Delayed,220,Air France
685abfc00f1531c3d1c718cd,FL00104,AF379,CDG,MEX,2023-03-14T20:00:00,2023-03-15T06:00:00,Cancelled,220,Singapore Airlines
685abfc00f1531c3d1c718ce,FL00105,AF369,CDG,ZRH,2023-03-01T18:00:00,2023-03-01T23:00:00,On Time,180,KLM
685abfc00f1531c3d1c718cf,FL00106,AF195,CDG,CPT,2023-10-26T02:00:00,2023-10-26T14:00:00,Cancelled,250,KLM
685abfc00f1531c3d1c718d0,FL00107,AF728,CDG,LAX,2023-12-02T10:00:00,2023-12-02T14:00:00,On Time,250,Lufthansa
685abfc00f1531c3d1c718d1,FL00108,AF157,CDG,DXB,2023-12-27T09:00:00,2023-12-27T14:00:00,Cancelled,220,Lufthansa
685abfc00f1531c3d1c718d2,FL00109,AF189,CDG,LIS,2023-09-07T07:00:00,2023-09-07T11:00:00,On Time,300,KLM
685abfc00f1531c3d1c718d3,FL00110,AF146,CDG,ICN,2023-02-12T20:00:00,2023-02-13T05:00:00,On Time,220,Lufthansa
685abfc00f1531c3d1c718d4,FL00111,AF448,CDG,JNB,2023-05-29T10:00:00,2023-05-29T22:00:00,On Time,300,Lufthansa
685abfc00f1531c3d1c718d5,FL00112,AF110,CDG,MAD,2023-08-17T06:00:00,2023-08-17T08:00:00,On Time,220,British Airways
685abfc00f1531c3d1c718d6,FL00113,AF740,CDG,MAD,2023-06-16T19:00:00,2023-06-17T04:00:00,Cancelled,300,Singapore Airlines
685abfc00f1531c3d1c718d7,FL00114,AF264,CDG,DXB,2023-01-02T18:00:00,2023-01-03T02:00:00,Delayed,250,KLM
685abfc00f1531c3d1c718d8,FL00115,AF347,CDG,PEK,2023-06-06T05:00:00,2023-06-06T11:00:00,Cancelled,250,United Airlines
685abfc00f1531c3d1c718d9,FL00116,AF755,CDG,LIS,2023-03-17T21:00:00,2023-03-18T00:00:00,Delayed,180,Qatar Airways
685abfc00f1531c3d1c718da,FL00117,AF851,CDG,JFK,2023-05-26T04:00:00,2023-05-26T14:00:00,On Time,220,British Airways
685abfc00f1531c3d1c718db,FL00118,AF433,CDG,MAD,2023-11-22T14:00:00,2023-11-23T02:00:00,Cancelled,220,Air France
685abfc00f1531c3d1c718dc,FL00119,AF410,CDG,SFO,2023-10-10T21:00:00,2023-10-11T05:00:00,On Time,180,KLM
685abfc00f1531c3d1c718dd,FL00120,AF960,CDG,MAD,2023-05-25T09:00:00,2023-05-25T21:00:00,On Time,180,Singapore Airlines
685abfc00f1531c3d1c718de,FL00121,AF705,CDG,JFK,2023-05-28T07:00:00,2023-05-28T18:00:00,Cancelled,300,United Airlines
685abfc00f1531c3d1c718df,FL00122,AF781,CDG,SFO,2023-11-16T03:00:00,2023-11-16T15:00:00,Delayed,300,Singapore Airlines
685abfc00f1531c3d1c718e0,FL00123,AF158,CDG,PEK,2023-08-24T17:00:00,2023-08-25T05:00:00,Delayed,180,Singapore Airlines
685abfc00f1531c3d1c718e1,FL00124,AF606,CDG,MEX,2023-12-18T09:00:00,2023-12-18T13:00:00,On Time,300,Air France
685abfc00f1531c3d1c718e2,FL00125,AF208,CDG,SFO,2023-02-27T21:00:00,2023-02-28T00:00:00,On Time,180,United Airlines
685abfc00f1531c3d1c718e3,FL00126,AF864,CDG,BKK,2023-01-04T05:00:00,2023-01-04T10:00:00,Cancelled,300,KLM
685abfc00f1531c3d1c718e4,FL00127,AF905,CDG,HND,2023-07-30T00:00:00,2023-07-30T05:00:00,Cancelled,220,Air France
685abfc00f1531c3d1c718e5,FL00128,AF924,CDG,PEK,2023-11-22T00:00:00,2023-11-22T02:00:00,Cancelled,180,Air France
685abfc00f1531c3d1c718e6,FL00129,AF231,CDG,LIS,2023-04-22T06:00:00,2023-04-22T16:00:00,Delayed,250,United Airlines
685abfc00f1531c3d1c718e7,FL00130,AF897,CDG,PEK,2023-12-10T15:00:00,2023-12-11T00:00:00,Cancelled,180,Air France
685abfc00f1531c3d1c718e8,FL00131,AF792,CDG,FRA,2023-12-06T05:00:00,2023-12-06T11:00:00,Delayed,220,Emirates
685abfc00f1531c3d1c718e9,FL00132,AF550,CDG,MAD,2023-10-07T20:00:00,2023-10-08T06:00:00,Delayed,250,Emirates
685abfc00f1531c3d1c718ea,FL00133,AF494,CDG,MEX,2023-09-29T06:00:00,2023-09-29T17:00:00,Delayed,300,Emirates
685abfc00f1531c3d1c718eb,FL00134,AF563,CDG,HND,2023-08-13T21:00:00,2023-08-13T23:00:00,On Time,300,Qatar Airways
685abfc00f1531c3d1c718ec,FL00135,AF936,CDG,LIS,2023-01-27T12:00:00,2023-01-27T14:00:00,Delayed,180,British Airways
685abfc00f1531c3d1c718ed,FL00136,AF951,CDG,BKK,2023-12-24T11:00:00,2023-12-24T13:00:00,On Time,180,KLM
685abfc00f1531c3d1c718ee,FL00137,AF738,CDG,FRA,2023-03-10T02:00:00,2023-03-10T13:00:00,Cancelled,250,Emirates
685abfc00f1531c3d1c718ef,FL00138,AF649,CDG,BKK,2023-10-10T12:00:00,2023-10-10T21:00:00,On Time,250,United Airlines
685abfc00f1531c3d1c718f0,FL00139,AF852,CDG,BOM,2023-08-25T06:00:00,2023-08-25T15:00:00,Cancelled,250,KLM
685abfc00f1531c3d1c718f1,FL00140,AF929,CDG,FRA,2023-06-29T05:00:00,2023-06-29T08:00:00,On Time,300,KLM
685abfc00f1531c3d1c718f2,FL00141,AF339,CDG,ICN,2023-11-18T09:00:00,2023-11-18T12:00:00,On Time,180,British Airways
685abfc00f1531c3d1c718f3,FL00142,AF183,CDG,MEX,2023-06-14T17:00:00,2023-06-14T21:00:00,Delayed,250,United Airlines
685abfc00f1531c3d1c718f4,FL00143,AF850,CDG,DEL,2023-12-13T13:00:00,2023-12-13T21:00:00,Cancelled,180,KLM
685abfc00f1531c3d1c718f5,FL00144,AF916,CDG,CPT,2023-09-14T02:00:00,2023-09-14T11:00:00,On Time,300,Qatar Airways
685abfc00f1531c3d1c718f6,FL00145,AF802,CDG,YUL,2023-06-03T14:00:00,2023-06-04T02:00:00,Cancelled,300,KLM
685abfc00f1531c3d1c718f7,FL00146,AF294,CDG,JNB,2023-04-19T15:00:00,2023-04-19T17:00:00,Cancelled,250,Qatar Airways
685abfc00f1531c3d1c718f8,FL00147,AF546,CDG,JFK,2023-09-09T07:00:00,2023-09-09T09:00:00,On Time,250,Singapore Airlines
685abfc00f1531c3d1c718f9,FL00148,AF422,CDG,SFO,2023-11-14T14:00:00,2023-11-15T00:00:00,On Time,300,KLM
685abfc00f1531c3d1c718fa,FL00149,AF221,CDG,PEK,2023-10-23T23:00:00,2023-10-24T01:00:00,Cancelled,300,Qatar Airways
685abfc00f1531c3d1c718fb,FL00150,AF332,CDG,MEX,2023-07-09T13:00:00,2023-07-10T01:00:00,On Time,250,KLM
685abfc00f1531c3d1c718fc,FL00151,AF468,CDG,PEK,2023-07-03T09:00:00,2023-07-03T12:00:00,Delayed,250,British Airways
685abfc00f1531c3d1c718fd,FL00152,AF301,CDG,NRT,2023-03-24T18:00:00,2023-03-24T21:00:00,On Time,220,KLM
685abfc00f1531c3d1c718fe,FL00153,AF262,CDG,BKK,2023-05-04T09:00:00,2023-05-04T20:00:00,On Time,250,Emirates
685abfc00f1531c3d1c718ff,FL00154,AF608,CDG,HND,2023-08-20T13:00:00,2023-08-20T19:00:00,On Time,180,Singapore Airlines
685abfc00f1531c3d1c71900,FL00155,AF386,CDG,MEX,2023-06-16T15:00:00,2023-06-16T17:00:00,Delayed,300,United Airlines
685abfc00f1531c3d1c71901,FL00156,AF796,CDG,SFO,2023-12-20T17:00:00,2023-12-21T02:00:00,Cancelled,180,United Airlines
685abfc00f1531c3d1c71902,FL00157,AF539,CDG,AMS,2023-06-30T06:00:00,2023-06-30T11:00:00,On Time,300,Emirates
685abfc00f1531c3d1c71903,FL00158,AF382,CDG,MEX,2023-02-25T13:00:00,2023-02-25T19:00:00,On Time,180,Singapore Airlines
685abfc00f1531c3d1c71904,FL00159,AF117,CDG,SFO,2023-01-31T09:00:00,2023-01-31T14:00:00,Delayed,250,Qatar Airways
685abfc00f1531c3d1c71905,FL00160,AF163,CDG,JNB,2023-11-22T20:00:00,2023-11-23T08:00:00,Cancelled,300,Lufthansa
685abfc00f1531c3d1c71906,FL00161,AF532,CDG,YUL,2023-09-21T14:00:00,2023-09-21T23:00:00,On Time,180,Air France
685abfc00f1531c3d1c71907,FL00162,AF967,CDG,NRT,2023-09-22T21:00:00,2023-09-23T01:00:00,Delayed,300,Emirates
685abfc00f1531c3d1c71908,FL00163,AF341,CDG,LAX,2023-12-21T08:00:00,2023-12-21T13:00:00,Cancelled,250,Air France
685abfc00f1531c3d1c71909,FL00164,AF251,CDG,SFO,2023-01-08T22:00:00,2023-01-09T04:00:00,Cancelled,220,Emirates
685abfc00f1531c3d1c7190a,FL00165,AF294,CDG,LAX,2023-01-18T18:00:00,2023-01-19T00:00:00,Delayed,300,Singapore Airlines
685abfc00f1531c3d1c7190b,FL00166,AF448,CDG,LAX,2023-10-24T12:00:00,2023-10-24T17:00:00,On Time,300,Air France
685abfc00f1531c3d1c7190c,FL00167,AF102,CDG,ICN,2023-07-28T12:00:00,2023-07-28T21:00:00,Cancelled,300,United Airlines
685abfc00f1531c3d1c7190d,FL00168,AF688,CDG,ICN,2023-09-24T16:00:00,2023-09-25T00:00:00,Cancelled,250,KLM
685abfc00f1531c3d1c7190e,FL00169,AF965,CDG,CPT,2023-05-22T20:00:00,2023-05-23T03:00:00,On Time,220,Singapore Airlines
685abfc00f1531c3d1c7190f,FL00170,AF405,CDG,LIS,2023-12-23T07:00:00,2023-12-23T15:00:00,On Time,300,Emirates
685abfc00f1531c3d1c71910,FL00171,AF442,CDG,DEL,2023-11-18T21:00:00,2023-11-19T05:00:00,Cancelled,180,Singapore Airlines
685abfc00f1531c3d1c71911,FL00172,AF307,CDG,BOM,2023-04-07T08:00:00,2023-04-07T13:00:00,On Time,250,Lufthansa
685abfc00f1531c3d1c71912,FL00173,AF911,CDG,LIS,2023-03-10T12:00:00,2023-03-10T22:00:00,On Time,180,Qatar Airways
685abfc00f1531c3d1c71913,FL00174,AF416,CDG,BOM,2023-08-22T15:00:00,2023-08-22T17:00:00,Delayed,180,Qatar Airways
685abfc00f1531c3d1c71914,FL00175,AF536,CDG,ICN,2023-07-09T01:00:00,2023-07-09T03:00:00,On Time,220,Singapore Airlines
685abfc00f1531c3d1c71915,FL00176,AF899,CDG,PEK,2023-09-01T12:00:00,2023-09-01T17:00:00,Cancelled,250,Emirates
685abfc00f1531c3d1c71916,FL00177,AF348,CDG,ZRH,2023-11-13T15:00:00,2023-11-13T22:00:00,Cancelled,220,KLM
685abfc00f1531c3d1c71917,FL00178,AF957,CDG,HND,2023-09-28T14:00:00,2023-09-29T02:00:00,Delayed,250,United Airlines
685abfc00f1531c3d1c71918,FL00179,AF984,CDG,PEK,2023-10-22T14:00:00,2023-10-23T00:00:00,On Time,300,KLM
685abfc00f1531c3d1c71919,FL00180,AF480,CDG,JNB,2023-11-08T05:00:00,2023-11-08T11:00:00,On Time,300,KLM
685abfc00f1531c3d1c7191a,FL00181,AF220,CDG,FRA,2023-11-22T09:00:00,2023-11-22T18:00:00,On Time,220,Air France
685abfc00f1531c3d1c7191b,FL00182,AF436,CDG,YUL,2023-11-08T04:00:00,2023-11-08T09:00:00,Delayed,220,Emirates
685abfc00f1531c3d1c7191c,FL00183,AF260,CDG,BOM,2023-01-20T18:00:00,2023-01-20T20:00:00,Cancelled,220,Qatar Airways
685abfc00f1531c3d1c7191d,FL00184,AF658,CDG,MAD,2023-01-11T08:00:00,2023-01-11T12:00:00,Delayed,300,Air France
685abfc00f1531c3d1c7191e,FL00185,AF949,CDG,SFO,2023-10-06T08:00:00,2023-10-06T19:00:00,Cancelled,300,United Airlines
685abfc00f1531c3d1c7191f,FL00186,AF154,CDG,MEX,2023-10-07T07:00:00,2023-10-07T19:00:00,Cancelled,220,British Airways
685abfc00f1531c3d1c71920,FL00187,AF758,CDG,BOM,2023-03-20T18:00:00,2023-03-21T04:00:00,On Time,220,Singapore Airlines
685abfc00f1531c3d1c71921,FL00188,AF670,CDG,JNB,2023-11-25T08:00:00,2023-11-25T19:00:00,Delayed,180,Singapore Airlines
685abfc00f1531c3d1c71922,FL00189,AF804,CDG,HND,2023-04-02T05:00:00,2023-04-02T09:00:00,Delayed,300,Emirates
685abfc00f1531c3d1c71923,FL00190,AF145,CDG,NRT,2023-11-23T19:00:00,2023-11-23T22:00:00,On Time,180,KLM
685abfc00f1531c3d1c71924,FL00191,AF589,CDG,ICN,2023-09-23T03:00:00,2023-09-23T13:00:00,Delayed,220,Lufthansa
